source_file,sub_question,search_query,video_id,video_title,channel,video_published_at,video_view_count,video_like_count,comment_author,comment_text,comment_published_at,comment_like_count,video_url,comment_text_clean,word_count,language,tokens,tokens_joined,neg,neu,pos,compound,sentiment,dominant_topic,topic_probability
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@SZanimasi,How cute you 😂,2025-11-13T06:10:43Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,How cute you 😂,4,en,['cute'],cute,0.0,0.4,0.6,0.4588,Positive,1,0.6630558637445569
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@OtroFanDeSantinoTrenes,Nothing is talking the IA,2025-11-13T02:58:54Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Nothing is talking the IA,5,en,"['nothing', 'talking', 'ia']",nothing talking ia,0.0,1.0,0.0,0.0,Neutral,3,0.7776790423276048
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@AiOverTime,"Nice, the alligator still looks uncooked though....",2025-10-21T00:14:17Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,"Nice, the alligator still looks uncooked though....",7,en,"['nice', 'alligator', 'uncooked', 'though']",nice alligator uncooked though,0.0,0.682,0.318,0.4215,Positive,2,0.445194845097747
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@YulMooo.2103,This is super cute 🐶💫 I share similar poodle AI art stories on my channel!,2025-09-21T00:38:40Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,This is super cute 🐶💫 I share similar poodle AI art stories on my channel!,15,en,"['super', 'cute', 'share', 'similar', 'poodle', 'stories', 'channel']",super cute share similar poodle stories channel,0.0,0.539,0.461,0.8553,Positive,3,0.7599549562706076
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@LooeyRodgerAndDyleFan,I am surrounded by idiots...    ANY HUMANS HERE!???!!??!,2025-09-03T05:41:35Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,I am surrounded by idiots... ANY HUMANS HERE!???!!??!,8,en,"['surrounded', 'idiots', 'humans']",surrounded idiots humans,0.0,1.0,0.0,0.0,Neutral,3,0.6647442145831389
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@kyriegodoy-h3b,Bro was her friend and cook him😂,2025-08-17T01:10:05Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Bro was her friend and cook him😂,7,en,"['friend', 'cook']",friend cook,0.0,0.652,0.348,0.4939,Positive,3,0.6659773435799757
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@MinnerDutro,I ve had this on repeat all day,2025-08-15T18:48:39Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,I ve had this on repeat all day,8,en,"['repeat', 'day']",repeat day,0.0,1.0,0.0,0.0,Neutral,1,0.6665629525775864
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@AmirHussain-up1wl,Can we all agree this creator deserves more recognition,2025-08-06T20:05:31Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Can we all agree this creator deserves more recognition,9,en,"['agree', 'creator', 'deserves', 'recognition']",agree creator deserves recognition,0.0,0.762,0.238,0.3612,Positive,3,0.7432151975229027
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@FunTalk_AI,Whoa! The way this was shot reminds me of that crazy #pawtomation 😂🔥 Anyone else seen that one?,2025-07-26T16:14:13Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Whoa! The way this was shot reminds me of that crazy #pawtomation 😂🔥 Anyone else seen that one?,18,en,"['whoa', 'shot', 'reminds', 'crazy', 'pawtomation', 'anyone', 'else', 'seen']",whoa shot reminds crazy pawtomation anyone else seen,0.137,0.863,0.0,-0.4003,Negative,2,0.8596680609513602
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@LindaKurti-j8o,That cat is evil,2025-07-22T12:26:55Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,That cat is evil,4,en,['evil'],evil,0.595,0.405,0.0,-0.6597,Negative,1,0.6661539259566605
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@rolirajbharrajbhar4388,This video randomly popped up and I m glad it did,2025-07-15T22:25:18Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,This video randomly popped up and I m glad it did,11,en,"['randomly', 'popped', 'glad']",randomly popped glad,0.0,0.727,0.273,0.4588,Positive,1,0.3333333333333333
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@kaka-zx4fh,Your consistency is inspiring—keep going,2025-07-14T03:46:06Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,Your consistency is inspiring—keep going,5,en,"['consistency', 'inspiring', 'keep']",consistency inspiring keep,0.0,1.0,0.0,0.0,Neutral,3,0.6665372936009729
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@FactBangzZ01,this cat so crazy,2025-07-08T14:25:35Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,this cat so crazy,4,en,['crazy'],crazy,0.51,0.49,0.0,-0.4795,Negative,2,0.6665259368999376
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@ThaseenaThaseena-rj1mm,I ve had this on repeat all day,2025-07-06T12:04:31Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,I ve had this on repeat all day,8,en,"['repeat', 'day']",repeat day,0.0,1.0,0.0,0.0,Neutral,1,0.6665629525775864
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@MaryFleming-x9q,This is the best video in the world😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤😂😂😂🎉,2025-07-05T23:36:56Z,5,https://www.youtube.com/watch?v=V9fNA72-mBA,This is the best video in the world😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤😂😂😂🎉,8,en,"['best', 'world']",best world,0.0,0.625,0.375,0.6369,Positive,3,0.774867455762275
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@Harjindersingh-pu2ix,The editing is top-tier. Seriously impressive,2025-07-05T14:43:26Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,The editing is top-tier. Seriously impressive,6,en,"['editing', 'top', 'tier', 'seriously', 'impressive']",editing top tier seriously impressive,0.189,0.444,0.367,0.3818,Positive,2,0.8327856081979511
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@KawsarInaya,Please support me 🙏,2025-07-05T07:13:41Z,0,https://www.youtube.com/watch?v=V9fNA72-mBA,Please support me 🙏,4,en,['support'],support,0.0,0.167,0.833,0.6124,Positive,3,0.6652027506908629
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@ashokwalikar2863,That transition at 3:12 was chefs kiss,2025-07-02T15:25:47Z,1,https://www.youtube.com/watch?v=V9fNA72-mBA,That transition at 3:12 was chefs kiss,7,en,"['transition', 'chefs', 'kiss']",transition chefs kiss,0.0,0.682,0.318,0.4215,Positive,1,0.3333333333333333
ai_art_Q3.json,Q3,ai art,V9fNA72-mBA,#kucing #catlovers #cat #aiart #kucinglucu #aigenerated #lucu #fyp #kucingoren #kucinggemoy #viral,AiXi,2025-03-30T19:23:43Z,294562167,1609719,@catchiiShorts,I can't stop laughing😂,2025-07-02T07:57:25Z,6,https://www.youtube.com/watch?v=V9fNA72-mBA,I can't stop laughing😂,4,en,"['stop', 'laughing']",stop laughing,0.0,0.514,0.486,0.2235,Positive,3,0.6633460090098456
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@KIDDOO-w4b,What a family😂😂❤,2026-05-19T21:19:46Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,What a family😂😂❤,3,en,['family'],family,0.0,1.0,0.0,0.0,Neutral,3,0.6657245449624974
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@RadhaKumari-qt3hq,Happy birthday to you 🎂🎂🧁😂🍭🍰🍰🧁🧁,2026-05-18T06:45:24Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,Happy birthday to you 🎂🎂🧁😂🍭🍰🍰🧁🧁,5,en,"['happy', 'birthday']",happy birthday,0.0,0.519,0.481,0.5719,Positive,3,0.7774840891707724
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@CREATORQUEEN-x8h,Verry good story 😀,2026-05-16T08:52:54Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,Verry good story 😀,4,en,"['verry', 'story']",verry story,0.0,0.408,0.592,0.4404,Positive,3,0.6664273605205171
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@UmanathPaswan-w1j3d,So beautifull song hai ❤❤😮😊🎉🤩😃😀😄😘😍🥰👍👑🍎❤️❤🌹♥️🥻🫶🙏🤩🥰😍😘,2026-05-11T16:26:36Z,1,https://www.youtube.com/watch?v=U68-_0XvZ00,So beautifull song hai ❤❤😮😊🎉🤩😃😀😄😘😍🥰👍👑🍎❤️❤🌹♥️🥻🫶🙏🤩🥰😍😘,5,en,"['beautifull', 'song', 'hai']",beautifull song hai,0.0,1.0,0.0,0.0,Neutral,2,0.7759799595210001
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@HwiiwUeuue,❤❤ happy birthday to you❤❤ dear,2026-04-24T05:48:10Z,1,https://www.youtube.com/watch?v=U68-_0XvZ00,❤❤ happy birthday to you❤❤ dear,6,en,"['happy', 'birthday', 'dear']",happy birthday dear,0.0,0.388,0.612,0.743,Positive,3,0.7774840891707724
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@CharanSingh-p4v2r,P happy birthday to you DP❤🎉🎉😢😮😅😊😂🎉😮,2026-04-22T07:09:01Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,P happy birthday to you DP❤🎉🎉😢😮😅😊😂🎉😮,6,en,"['happy', 'birthday', 'dp']",happy birthday dp,0.0,0.519,0.481,0.5719,Positive,3,0.7774840891707724
ai_art_Q3.json,Q3,ai art,U68-_0XvZ00,Cute kitten with parents 😻🔥 #cat #catstory #cartoon #kitten #cattales #aiart,CrazyVideos,2024-11-17T12:45:02Z,230055384,1530493,@BabarAli-je9mj,Happy birthday to you 🎉🎉🎉🎂🎂🎂,2026-04-19T15:42:09Z,0,https://www.youtube.com/watch?v=U68-_0XvZ00,Happy birthday to you 🎉🎉🎉🎂🎂🎂,5,en,"['happy', 'birthday']",happy birthday,0.0,0.519,0.481,0.5719,Positive,3,0.7774840891707724
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@KhyreéParks-z2u,Damn a red one has a kinfe rip my boy,2026-05-22T22:46:11Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Damn a red one has a kinfe rip my boy,10,en,"['damn', 'kinfe', 'rip', 'boy']",damn kinfe rip boy,0.278,0.722,0.0,-0.4019,Negative,3,0.7775735299584344
ai_art_Q3.json,Q3,ai art,dwdjHh5S3qs,Gummy Bears Are Chasing Me (Ai Edition) 🐻 #ai #chatgpt #aiart,ReallyNotAi,2024-06-17T13:36:07Z,76650136,1046066,@jesserondinelli2086,Woah dude ai is fucking insane,2026-05-22T21:56:10Z,0,https://www.youtube.com/watch?v=dwdjHh5S3qs,Woah dude ai is fucking insane,6,en,"['woah', 'dude', 'fucking', 'insane']",woah dude fucking insane,0.374,0.626,0.0,-0.4576,Negative,2,0.8332077641450907
